Name,SMILES,Affinity
ab_enamine16564,Cc1ccc(O)c(c1)S(=O)(=O)Nc1cccc(c1)N1CCNC1=O,-7.673
dds1_enamine902,Cc1cc(c(C)o1)c1cc(C(=O)NCc2cccc(c2)C2(C)NC(=O)NC2=O)c2c(C)noc2n1,-7.67
hinge_enamine16897,Clc1ccc(cc1)C(=O)N1CCN(CC1)C(=O)C1CCCN1C(=O)c1ccccc1,-7.669
ab_enamine24806,COc1cc(C=C(Cc2ccccc2)c2nccc(=O)[nH]2)cc([N+](=O)[O-])c1O,-7.669
ab_enamine13711,Cc1cc(NS(=O)(=O)c2ccc(NS(=O)(=O)c3ccc4OCCCOc4c3)cc2)no1,-7.668
dds5_enamine3212,O=C(N1CC2CCC(=O)c3cccc1c23)c1ccc2C(=O)OC(Cc2c1)c1ccccc1,-7.664
psl_enamine2550,Cc1ccc(NS(=O)(=O)c2cc(ccc2NN=Cc2sc(nc2c2ccccc2)N2CCOCC2)[N+](=O)[O-])c(C)c1,-7.664
dds5_enamine23589,Cc1c(NC(=O)Cn2[nH]cc3-c2ncnc3=O)[nH]nc1C(F)(F)F,-7.663
hinge_enamine18906,Cc1nc(C(=O)Nc2cc(n[nH]2)c2ccncc2)c(o1)c1ccccc1,-7.661
dds5_enamine3845,CC1Cc2ccccc2C1NC(=O)N1CCC(CC1)C(=O)c1ccc2OC(C)C(=O)Nc2c1,-7.66
dds5_enamine23009,FC(F)(F)c1cc(nc(n1)c1ccncc1)N1CCC[C@@H]1C(=O)Nc1ccccc1,-7.66
dds5_enamine49005,Cc1nc(Cc2noc(n2)c2csc(n2)c2ccc3OCOc3c2)no1,-7.657
hinge_enamine17284,CC(NC(=O)c1ccc([nH]c1=O)c1ccco1)c1ccnc(O)c1,-7.657
dds5_enamine15982,O=C(Nc1cccc(c1)c1nnn[nH]1)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)c1ccc2ccccc2c1,-7.654
hinge_enamine13068,Fc1ccccc1c1nnc2ccc(NC3CCc4ccccc34)nn12,-7.653
dds5_enamine48085,Cn1nnc2ccc(cc12)C(=O)N1CC2(CCCC2)c2c1cccc2F,-7.652
dds5_enamine26157,Cc1ccc(o1)c1n[nH]c(NC(=O)c2cc3[nH]nnc3cc2F)c1C,-7.65
dds1_enamine8093,Cc1cccc2CN(CCc12)C(=O)C1CCC2(CC1)NC(=O)NC2=O,-7.65
dds1_enamine615,Fc1cccc(CCC(=O)N2CCCC(C2)c2n[nH]c(=O)o2)c1F,-7.649
ab_enamine4466,CC1Cc2cc(ccc2O1)S(=O)(=O)Nc1nnc2[nH]cnn12,-7.649
hinge_enamine23834,CNc1ncnc2cc(ccc12)C(=O)NCC(c1c[nH]c2ccccc12)c1cccc(OC)c1OC,-7.648
hinge_enamine18141,COc1cccc(c1)C1=NN(C(C1)c1ccc2nccnc2c1)C(=O)c1cccc(F)c1,-7.648
hinge_enamine3968,CC(C)(C)c1nc2cc(NC(=O)c3cccc(NS(=O)(=O)c4ccc5[nH]nnc5c4)c3)ccc2o1,-7.646
psl_enamine2454,COc1ccc(C)cc1n1nnnc1SCn1nnc2ccccc2c1=O,-7.644
hinge_enamine2817,O=C(N1CCCC(C1)c1nc2ccccc2[nH]1)c1cnn2c(ccnc12)c1ccccc1,-7.643
dds5_enamine17702,O=C(CNC(=O)c1cc(nc2ccccc12)c1ccccc1)Nc1ccc2[nH]c(=O)[nH]c2c1,-7.641
ab_enamine13551,NS(=O)(=O)CCN1CCN(CC1)C(=O)Nc1cccc(NC(=O)c2ccccc2)c1,-7.64
dds5_enamine16043,O=C(NCCC1CN(c2ccccc12)c1ncnc2[nH]ncc12)Nc1ccc2OCCCOc2c1,-7.638
ab_enamine3106,Cc1ccc(o1)C1CC(=NN1C(=O)CCC(=O)O)c1ccccc1NS(=O)(=O)c1ccccc1,-7.636
hinge_enamine12376,Cc1ccc(cc1C)C(Nc1ccc2nnnn2n1)c1ccccc1,-7.629
psl_enamine2441,Cc1noc(C)c1CSc1nc2ccccc2nc1NS(=O)(=O)c1ccc(Cl)cc1,-7.627
dds5_enamine7152,CCNC(=O)c1cc(ccn1)N1CCN(CC1)S(=O)(=O)c1ccc2OCC(=O)Nc2c1,-7.626
dds5_enamine20599,CC(=O)Nc1cc(NC(=O)NCCC2CN(c3ccccc23)c2ncnc3[nH]ncc23)ccc1C,-7.624
hinge_enamine5253,CCCN(Cc1nc2cc(Cl)ccc2c(=O)[nH]1)C(=O)c1c(C)noc1C,-7.622
dds5_enamine46586,O=C(N1CCC(CC1)C1C(=O)Nc2ccccc12)c1cccc2[nH]c(=O)oc12,-7.622
hinge_enamine13415,C(NC(c1ccccc1)c1ccccn1)c1nnnn1c1ccccc1,-7.619
dds5_enamine31602,O=C(NCc1ccc2OCOc2c1)C1CCN(CC1)C(=O)c1cccc2ccccc12,-7.619
dds5_enamine16226,Cc1ccc(Cn2cc(C(=O)N3CCC(O)(CC3)C(F)F)c(n2)c2ccc(C)cc2)cc1,-7.619
hinge_enamine10073,Cc1onc(c1c1nnc(CN2CCN(Cc3ccc4OCOc4c3)CC2)o1)c1ccccc1,-7.618
psl_enamine402,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4ccccc34)c3ccccc3)cc2)n1,-7.618
ab_enamine8232,Cc1noc(C)c1S(=O)(=O)Nc1cnc2ccccc2n1,-7.617
dds5_enamine2420,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O,-7.617
dds5_enamine38212,Cn1c(cc2c(=O)n(C)c(=O)n(C)c12)C(=O)N1CCc2ccccc2C1Cc1ccccc1,-7.617
CHEMBL574737,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,-7.617
ab_enamine20133,Cc1ccc(o1)c1nnc(NC(=O)c2cc([N+](=O)[O-])c(C)s2)[nH]1,-7.616
dds5_enamine36462,Cc1cc(NC(=O)c2cccc(F)c2)sc1C(=O)N1CCCC(C1)c1n[nH]c(C)n1,-7.615
ab_enamine25213,COc1cccc(c1)C1C(Oc2cccc(c2)[N+](=O)[O-])C(=O)N1CC(C)(C)N1CCOCC1,-7.615
hinge_enamine2302,Cc1noc(n1)C(NC(=O)c1cccc2[nH]ncc12)C1CCOCC1,-7.615
dds5_enamine2583,O=C(N1CCOCC1)N1CCN(CC1)c1ccc2ccccc2n1,-7.615
ab_enamine2858,OC(=O)c1cc(ccc1F)S(=O)(=O)Nc1cccc(c1)c1nnc2CCCCCn12,-7.614
hinge_enamine17731,Fc1ccc(Cc2nnc(NC(=O)c3ccnnc3)[nH]2)cc1,-7.612
dds1_enamine8118,Cc1noc2nc(cc(C(=O)NCC3CCCC43NC(=O)NC4=O)c12)c1ccc(C)cc1,-7.611
dds5_enamine43466,Fc1ccccc1C1N(CC(=O)Nc2ccc(Cl)cc12)C(=O)c1ccncn1,-7.611
dds5_enamine41847,Cc1cccc(F)c1n1nc(C(=O)NC2CCC(=O)NC2=O)c2CCCc12,-7.61
hinge_enamine23399,O=c1n(cnc2ccccc12)C1CCN(CC1)c1ncnc2[nH]ncc12,-7.608
hinge_enamine10485,Cc1ccc(cc1C)S(=O)(=O)N1CCC(CC1)C(=O)N1CCCC1c1ccc2OCCCOc2c1,-7.603
dds1_enamine6089,O=C(N1CCC(CC1)C1C(=O)Nc2ccccc12)c1cccc(c1)N1C(=O)c2ccccc2C1=O,-7.603
dds5_enamine14317,CC(C)(C)n1ncc2c(=O)[nH]c(nc12)N1CCCC1c1ccc(F)cc1,-7.602
dds5_enamine47198,O=C(NC1(CCC1)c1nnn[nH]1)c1cc(nc2ccccc12)c1ccccn1,-7.601
CHEMBL281948,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,-7.6
hinge_enamine16711,Cc1cnc(cn1)C(=O)Nc1n[nH]c(Cc2cccc(F)c2)n1,-7.598
dds1_enamine1340,NC(=O)C1CCCN(C1)c1ccc(cc1)C(=O)N1CCC(CC1)c1cc2ccccc2[nH]1,-7.596
dds5_enamine20505,O=C1N(C(c2c[nH]c3ccccc23)c2ccccc12)C1CCC(=O)NC1=O,-7.595
ab_enamine28802,CC(OC(=O)c1c(C)nc2ccccc2c1C)C(=O)Nc1cccc2C(=O)c3ccccc3C(=O)c12,-7.593
dds5_enamine16829,Cc1cccc(c1)c1cccc(CNC(=O)c2cc(=O)n([nH]2)c2nc(C)cc(C)n2)c1,-7.593
