Name,Affinity
ab_enamine420,-6.528
dds5_enamine6354,-8.362
dds1_enamine954,-8.39
hinge_enamine16190,-8.116
dds5_enamine25626,-7.646
dds5_enamine42502,-7.619
dds5_enamine24471,-8.112
dds5_enamine44037,-7.359
dds5_enamine272,-7.88
hinge_enamine10537,-7.378
dds5_enamine12186,-7.717
dds5_enamine40118,-7.393
dds5_enamine19955,-6.74
ab_enamine18620,-6.895
dds1_enamine6070,-7.714
hinge_enamine23056,-7.093
dds5_enamine28479,-7.148
dds5_enamine12238,-6.744
dds5_enamine23511,-5.96
dds5_enamine4033,-6.892
dds5_enamine8929,-7.745
hinge_enamine21630,-7.29
dds5_enamine38580,-6.097
dds5_enamine50000,-8.385
psl_enamine1752,-7.965
dds5_enamine27071,-7.319
dds5_enamine34493,-7.395
dds5_enamine19485,-7.325
dds5_enamine6091,-7.528
hinge_enamine23650,-7.477
dds5_enamine12713,-7.875
dds5_enamine19986,-8.67
dds5_enamine22171,-7.08
dds1_enamine2323,-6.984
dds5_enamine20735,-7.818
psl_enamine1929,-7.789
dds5_enamine48306,-8.076
ab_enamine5905,-6.884
dds5_enamine38706,-7.421
dds5_enamine26913,-8.083
hinge_enamine22247,-6.942
ab_enamine3405,-6.474
dds5_enamine361,-7.144
psl_enamine1998,-7.203
dds5_enamine31033,-6.605
dds5_enamine34515,-7.261
ab_enamine18695,-6.612
ab_enamine21296,-7.149
ab_enamine14028,-6.794
hinge_enamine8654,-6.936
dds5_enamine33639,-8.024
ab_enamine10543,-8.169
hinge_enamine20868,-6.71
dds5_enamine45582,-7.639
ab_enamine11048,-7.109
dds5_enamine48415,-6.243
hinge_enamine4236,-8.097
ab_enamine21215,-8.875
dds5_enamine22155,-8.322
ab_enamine21601,-7.415
dds5_enamine28741,-6.383
ab_enamine27431,-7.858
ab_enamine26836,-6.534
dds5_enamine6482,-7.242
ab_enamine26870,-6.977
hinge_enamine16645,-8.274
hinge_enamine19146,-7.864
dds5_enamine25838,-7.651
dds5_enamine29580,-8.574
hinge_enamine12815,-6.958
hinge_enamine13146,-7.655
ab_enamine27945,-8.395
hinge_enamine8433,-8.167
ab_enamine2839,-6.44
ab_enamine27258,-7.735
hinge_enamine19471,-7.126
hinge_enamine16387,-8.215
hinge_enamine11147,-9.044
dds5_enamine41921,-5.952
dds5_enamine40826,-7.472
dds5_enamine4566,-6.525
dds1_enamine6764,-8.083
dds5_enamine49990,-6.746
ab_enamine18404,-6.6
dds5_enamine8767,-9.071
ab_enamine24921,-7.305
ab_enamine6070,-7.407
hinge_enamine19076,-8.196
ab_enamine13638,-7.754
hinge_enamine758,-7.626
hinge_enamine18870,-7.493
ab_enamine8784,-8.18
dds5_enamine1807,-6.054
dds5_enamine39980,-7.764
ab_enamine7900,-6.45
ab_enamine4345,-7.334
dds1_enamine9081,-7.851
dds5_enamine35872,-7.569
dds5_enamine18036,-8.601
ab_enamine26751,-7.641
dds1_enamine4875,-7.23
dds1_enamine7963,-7.327
dds5_enamine3337,-8.135
dds5_enamine5577,-7.189
ab_enamine14000,-6.986
dds5_enamine28314,-7.629
dds5_enamine30174,-8.233
dds1_enamine1611,-7.339
ab_enamine7022,-6.965
ab_enamine20010,-8.553
dds5_enamine8214,-6.421
dds5_enamine31460,-7.113
dds5_enamine38557,-8.944
ab_enamine25139,-6.5
ab_enamine16848,-6.635
hinge_enamine2299,-8.212
hinge_enamine17103,-7.102
hinge_enamine5600,-7.863
ab_enamine2299,-7.393
dds5_enamine14485,-8.166
dds5_enamine39589,-7.333
dds5_enamine45448,-7.902
hinge_enamine18256,-7.09
ab_enamine8395,-7.964
ab_enamine15924,-8.043
hinge_enamine5541,-7.639
ab_enamine10174,-7.88
ab_enamine23969,-7.082
ab_enamine583,-5.887
dds1_enamine2351,-7.341
dds5_enamine37885,-8.356
dds5_enamine37667,-6.31
dds5_enamine17542,-6.91
ab_enamine10027,-7.45
dds5_enamine24477,-7.369
dds5_enamine4977,-7.254
hinge_enamine13967,-8.001
ab_enamine27995,-7.357
dds5_enamine34551,-7.141
dds1_enamine9787,-7.028
dds5_enamine11039,-7.808
dds5_enamine45980,-7.661
dds5_enamine44315,-7.539
dds1_enamine1397,-7.172
psl_enamine2077,-7.467
hinge_enamine20219,-7.652
dds5_enamine45902,-6.609
CHEMBL2178597,-8.417
hinge_enamine14044,-8.825
ab_enamine24483,-6.62
ab_enamine26281,-8.028
dds5_enamine21497,-6.459
dds5_enamine26744,-6.839
dds1_enamine3996,-6.757
dds5_enamine30482,-6.757
dds1_enamine1307,-7.352
dds5_enamine46601,-6.978
dds5_enamine21531,-7.904
hinge_enamine9346,-7.766
psl_enamine1810,-6.841
ab_enamine28005,-8.798
hinge_enamine16287,-6.9
dds5_enamine36859,-7.27
ab_enamine11331,-6.342
ab_enamine18715,-5.656
dds5_enamine22351,-6.893
hinge_enamine2944,-7.702
hinge_enamine5441,-8.022
dds5_enamine47651,-7.398
dds5_enamine33597,-6.473
dds5_enamine15416,-8.881
dds5_enamine14095,-7.385
ab_enamine25009,-7.487
dds5_enamine37483,-6.369
ab_enamine22966,-6.744
ab_enamine7185,-6.645
dds5_enamine13938,-9.191
ab_enamine1218,-6.926
dds5_enamine37324,-7.187
dds1_enamine3642,-6.099
hinge_enamine2478,-7.747
dds1_enamine2144,-8.029
ab_enamine26140,-7.8
dds5_enamine18103,-6.711
dds5_enamine22174,-7.904
psl_enamine4241,-7.031
dds5_enamine46726,-7.487
ab_enamine7040,-6.669
ab_enamine14606,-8.093
ab_enamine24915,-7.729
dds5_enamine6468,-7.194
dds5_enamine34527,-7.218
dds5_enamine47955,-7.194
dds5_enamine35462,-7.865
hinge_enamine17450,-8.317
dds5_enamine27231,-6.212
ab_enamine4945,-7.137
ab_enamine19230,-6.086
hinge_enamine8367,-7.342
hinge_enamine6349,-6.933
ab_enamine11783,-7.915
hinge_enamine1207,-7.53
hinge_enamine17601,-7.464
ab_enamine12844,-6.536
dds5_enamine31879,-7.651
dds5_enamine40779,-8.719
dds5_enamine7872,-8.458
ab_enamine9844,-5.744
dds5_enamine21711,-6.603
dds5_enamine44630,-7.551
ab_enamine12681,-7.688
ab_enamine15746,-7.108
ab_enamine10070,-7.858
ab_enamine2745,-5.613
dds5_enamine49918,-5.953
ab_enamine5780,-6.66
ab_enamine4474,-6.769
hinge_enamine8949,-6.671
dds5_enamine18353,-8.776
dds5_enamine33608,-7.666
hinge_enamine7409,-8.963
ab_enamine21046,-7.062
dds5_enamine7142,-7.272
dds5_enamine19792,-8.514
dds1_enamine7879,-6.849
ab_enamine8562,-6.86
hinge_enamine21968,-8.03
dds5_enamine37863,-6.854
dds5_enamine38048,-7.098
dds1_enamine1233,-6.925
dds5_enamine9353,-6.557
ab_enamine20992,-6.628
ab_enamine20840,-8.457
hinge_enamine7287,-8.37
ab_enamine8514,-6.839
ab_enamine16569,-5.975
ab_enamine22240,-6.749
hinge_enamine10559,-7.177
ab_enamine3800,-6.861
dds5_enamine9287,-7.886
dds5_enamine26020,-8.609
hinge_enamine4703,-7.206
ab_enamine7865,-6.669
ab_enamine367,-8.077
dds5_enamine6696,-7.884
hinge_enamine7724,-7.664
hinge_enamine7020,-7.293
dds5_enamine17299,-6.457
dds5_enamine14196,-5.914
dds5_enamine29273,-7.491
dds5_enamine38357,-6.29
dds5_enamine15310,-8.905
dds5_enamine32898,-6.73
ab_enamine1041,-6.438
hinge_enamine13717,-7.207
dds5_enamine1095,-7.42
ab_enamine7489,-7.69
psl_enamine1110,-8.966
dds5_enamine44294,-7.127
hinge_enamine7460,-7.718
dds5_enamine25124,-7.677
dds5_enamine11211,-7.091
ab_enamine23653,-8.061
dds5_enamine14817,-6.895
dds5_enamine28456,-7.423
dds5_enamine20416,-6.786
hinge_enamine2620,-6.844
dds5_enamine23396,-5.586
hinge_enamine5486,-7.407
hinge_enamine11276,-6.565
dds5_enamine4047,-8.857
ab_enamine23837,-10.521
dds5_enamine35377,-7.118
hinge_enamine4882,-8.209
dds5_enamine27807,-6.697
ab_enamine26444,-8.02
dds5_enamine19768,-7.0
ab_enamine13395,-6.756
ab_enamine4924,-6.545
dds5_enamine43932,-6.581
psl_enamine2946,-8.472
dds5_enamine42683,-7.666
dds5_enamine20775,-6.495
dds5_enamine28403,-5.774
dds5_enamine46562,-9.075
dds5_enamine46669,-9.868
hinge_enamine22137,-7.266
hinge_enamine10477,-7.86
dds5_enamine24212,-7.762
dds5_enamine41342,-8.459
dds1_enamine8125,-7.352
hinge_enamine21115,-8.549
dds5_enamine34121,-6.666
dds5_enamine41033,-7.119
hinge_enamine7617,-8.306
dds5_enamine303,-8.028
hinge_enamine9835,-9.123
ab_enamine26191,-7.54
dds1_enamine9931,-9.224
dds5_enamine23250,-5.774
dds5_enamine3643,-6.975
dds5_enamine22836,-7.365
dds5_enamine42400,-8.212
dds5_enamine46533,-6.246
ab_enamine4152,-6.29
dds5_enamine3399,-7.374
ab_enamine1666,-7.451
dds5_enamine14484,-6.953
dds5_enamine32128,-7.084
dds5_enamine43079,-7.219
dds5_enamine10272,-7.974
ab_enamine2600,-6.796
hinge_enamine23798,-8.154
dds5_enamine39119,-7.048
hinge_enamine11332,-6.647
ab_enamine7109,-7.423
hinge_enamine19191,-8.292
dds5_enamine19346,-6.178
dds1_enamine2569,-7.237
hinge_enamine17416,-8.702
dds5_enamine23371,-7.418
ab_enamine42,-6.295
dds5_enamine21264,-6.496
ab_enamine18141,-7.248
dds5_enamine1773,-7.16
hinge_enamine22064,-8.751
dds5_enamine42680,-6.395
ab_enamine1369,-6.66
hinge_enamine20781,-8.021
ab_enamine4914,-6.871
ab_enamine16383,-7.997
ab_enamine18951,-7.24
ab_enamine22042,-6.588
psl_enamine2922,-6.974
dds5_enamine28676,-6.656
hinge_enamine14377,-8.219
dds5_enamine13001,-7.624
dds5_enamine48262,-7.625
dds5_enamine12172,-8.486
ab_enamine2183,-6.987
dds5_enamine26792,-6.96
dds5_enamine4677,-8.528
dds5_enamine26639,-8.682
hinge_enamine18486,-7.914
dds5_enamine28618,-6.672
dds1_enamine3239,-7.118
hinge_enamine479,-7.743
dds5_enamine39812,-6.498
dds5_enamine44898,-7.328
dds5_enamine8440,-6.747
dds5_enamine49229,-8.097
ab_enamine22932,-7.221
dds5_enamine25751,-7.665
ab_enamine11082,-6.771
ab_enamine908,-6.809
psl_enamine479,-7.098
dds5_enamine42920,-7.049
dds5_enamine8010,-7.612
hinge_enamine22883,-7.346
ab_enamine21238,-7.061
dds1_enamine374,-6.858
ab_enamine25585,-7.78
ab_enamine12833,-6.392
dds5_enamine1583,-6.262
dds5_enamine49336,-7.425
ab_enamine8235,-6.922
hinge_enamine15008,-6.851
ab_enamine25316,-8.53
dds1_enamine483,-8.349
dds5_enamine46363,-10.202
ab_enamine909,-6.759
dds5_enamine48442,-8.197
dds5_enamine29285,-5.517
ab_enamine11273,-7.033
hinge_enamine8146,-6.213
dds5_enamine25244,-7.109
hinge_enamine18337,-7.927
dds5_enamine25426,-6.114
ab_enamine21967,-7.174
dds1_enamine2979,-8.598
dds5_enamine40262,-7.631
dds5_enamine49968,-7.993
hinge_enamine9483,-7.065
ab_enamine580,-7.814
dds1_enamine7895,-7.364
dds1_enamine6433,-8.149
hinge_enamine4580,-7.748
hinge_enamine16845,-8.102
hinge_enamine6215,-7.726
psl_enamine4220,-7.247
ab_enamine24323,-7.736
hinge_enamine13290,-7.268
dds5_enamine18461,-8.119
hinge_enamine13806,-7.416
ab_enamine1298,-7.48
dds5_enamine31968,-7.912
hinge_enamine17454,-7.2
ab_enamine26315,-7.856
dds1_enamine9578,-7.354
dds5_enamine7883,-8.054
dds5_enamine35471,-6.838
dds5_enamine41039,-5.588
dds5_enamine18211,-7.198
dds5_enamine9501,-7.054
ab_enamine24068,-7.626
dds5_enamine44101,-7.537
CHEMBL3660796,-7.503
dds5_enamine7649,-8.385
ab_enamine2375,-6.066
hinge_enamine3724,-7.208
dds5_enamine11618,-6.612
hinge_enamine11891,-8.452
hinge_enamine19998,-7.268
dds5_enamine7279,-7.791
ab_enamine27119,-7.591
dds1_enamine5528,-5.878
dds5_enamine46435,-6.325
ab_enamine15618,-5.786
dds5_enamine10143,-6.358
hinge_enamine11979,-7.198
dds1_enamine2987,-8.081
dds5_enamine9062,-7.445
hinge_enamine15195,-7.942
dds5_enamine26669,-8.909
dds5_enamine2800,-6.216
ab_enamine9855,-8.362
ab_enamine3886,-8.244
dds5_enamine38766,-8.586
ab_enamine28278,-8.925
dds5_enamine14588,-7.011
ab_enamine9387,-7.605
ab_enamine25855,-6.961
dds5_enamine45246,-8.189
dds5_enamine28776,-8.306
dds1_enamine4879,-8.683
dds5_enamine42501,-6.148
dds5_enamine4474,-7.049
dds5_enamine40528,-7.365
dds5_enamine9209,-6.689
hinge_enamine15531,-7.666
dds5_enamine1801,-7.105
dds5_enamine17356,-6.996
dds5_enamine32877,-6.745
dds5_enamine11378,-6.947
hinge_enamine5303,-9.154
dds5_enamine42112,-7.202
hinge_enamine11701,-7.271
ab_enamine13067,-7.305
dds5_enamine12110,-6.501
ab_enamine5304,-6.677
ab_enamine21801,-8.493
dds5_enamine9619,-6.992
hinge_enamine691,-7.327
dds1_enamine8748,-6.336
dds5_enamine17877,-7.276
hinge_enamine280,-7.906
hinge_enamine12906,-8.397
hinge_enamine13044,-7.786
ab_enamine6531,-7.525
dds5_enamine35233,-6.943
dds5_enamine34940,-7.42
ab_enamine25341,-7.11
ab_enamine15570,-7.812
ab_enamine7086,-8.049
dds5_enamine7485,-8.506
dds5_enamine10518,-7.537
dds1_enamine5572,-7.824
ab_enamine4704,-5.771
hinge_enamine20900,-6.718
hinge_enamine12863,-8.449
hinge_enamine6387,-8.692
dds1_enamine644,-7.373
dds5_enamine34358,-6.711
fda_enamine777,-4.657
psl_enamine2958,-7.681
dds5_enamine46224,-7.451
ab_enamine14192,-7.559
ab_enamine17381,-7.728
dds5_enamine18188,-6.821
hinge_enamine17820,-8.108
dds5_enamine27650,-6.171
ab_enamine15825,-7.315
hinge_enamine7740,-8.498
dds5_enamine25637,-7.267
dds5_enamine39478,-7.909
dds5_enamine33660,-6.693
ab_enamine4145,-6.826
dds5_enamine29549,-7.635
dds5_enamine6458,-7.652
ab_enamine6321,-9.133
dds5_enamine24504,-7.057
dds5_enamine35303,-7.856
dds5_enamine38941,-8.739
ab_enamine17630,-6.57
ab_enamine10108,-7.723
dds5_enamine32003,-5.68
dds5_enamine21151,-7.569
hinge_enamine1627,-7.461
ab_enamine6305,-6.902
dds1_enamine5239,-7.35
ab_enamine11526,-7.345
hinge_enamine5691,-8.207
dds5_enamine8181,-7.868
dds1_enamine4968,-6.404
hinge_enamine1324,-9.085
dds5_enamine43531,-7.536
psl_enamine5669,-6.141
hinge_enamine21109,-8.23
ab_enamine15150,-6.199
dds1_enamine1327,-7.466
dds5_enamine15497,-7.319
dds5_enamine21761,-8.97
ab_enamine19580,-7.333
dds5_enamine45831,-7.684
ab_enamine19287,-8.06
dds5_enamine22921,-7.365
ab_enamine28251,-6.751
dds1_enamine2476,-7.016
dds5_enamine26047,-7.629
hinge_enamine7593,-8.205
dds5_enamine48499,-6.097
hinge_enamine4350,-8.2
ab_enamine15484,-7.356
dds1_enamine7607,-8.553
ab_enamine11369,-7.679
dds5_enamine2410,-7.5
ab_enamine7253,-7.574
psl_enamine824,-9.296
dds5_enamine9959,-7.684
dds5_enamine41079,-6.925
dds5_enamine20317,-7.561
dds1_enamine2612,-7.142
dds1_enamine385,-8.42
dds5_enamine49722,-8.136
ab_enamine18698,-7.194
ab_enamine1012,-7.009
hinge_enamine4109,-8.319
hinge_enamine21573,-8.54
dds5_enamine5226,-7.381
ab_enamine14452,-7.081
dds5_enamine43066,-8.715
dds5_enamine41437,-7.425
ab_enamine13250,-7.096
CHEMBL1928703,-7.239
dds1_enamine7062,-8.692
ab_enamine3191,-7.139
ab_enamine11089,-7.915
hinge_enamine11542,-7.784
hinge_enamine22973,-7.789
dds1_enamine4641,-7.069
ab_enamine15449,-7.759
hinge_enamine17717,-8.013
hinge_enamine15013,-8.251
dds1_enamine5724,-6.443
dds1_enamine8377,-7.892
psl_enamine2573,-7.594
dds5_enamine22138,-6.923
ab_enamine22538,-7.316
ab_enamine26220,-8.468
hinge_enamine7827,-7.818
ab_enamine19485,-8.751
hinge_enamine8318,-7.529
hinge_enamine7463,-8.698
dds5_enamine43771,-8.265
dds1_enamine649,-7.364
hinge_enamine18960,-7.473
dds5_enamine25115,-8.115
dds5_enamine22656,-7.165
dds5_enamine50236,-6.69
ab_enamine21753,-8.602
dds1_enamine1593,-6.911
dds5_enamine32674,-7.412
ab_enamine24335,-8.335
ab_enamine22214,-7.571
dds5_enamine44337,-7.59
psl_enamine2071,-7.461
dds5_enamine8787,-7.797
ab_enamine24838,-6.402
dds5_enamine9472,-5.705
dds5_enamine38690,-7.07
dds5_enamine3468,-7.884
dds5_enamine39815,-7.329
dds1_enamine7549,-7.057
psl_enamine832,-7.166
psl_enamine3061,-5.998
dds5_enamine35919,-8.683
dds1_enamine2737,-6.289
dds5_enamine28605,-7.291
dds5_enamine21059,-7.211
dds5_enamine45434,-7.921
ab_enamine416,-6.615
dds5_enamine25582,-7.411
ab_enamine9853,-8.171
dds5_enamine50046,-5.422
dds5_enamine19497,-8.256
dds1_enamine4899,-8.368
ab_enamine19903,-6.936
dds5_enamine41531,-7.287
dds1_enamine1741,-9.222
dds1_enamine7232,-6.366
dds5_enamine48395,-8.213
ab_enamine6059,-7.827
ab_enamine23946,-7.768
hinge_enamine10698,-7.415
ab_enamine18023,-6.152
ab_enamine14418,-8.819
ab_enamine11812,-6.979
dds5_enamine16157,-7.468
dds5_enamine11353,-8.175
dds5_enamine21564,-7.514
ab_enamine2187,-7.495
dds1_enamine2842,-6.398
dds5_enamine32274,-6.587
dds5_enamine10451,-6.925
ab_enamine1675,-6.933
ab_enamine12114,-7.087
dds1_enamine101,-7.008
dds5_enamine36507,-8.58
dds5_enamine8740,-7.877
ab_enamine6583,-6.737
dds5_enamine45873,-8.777
dds5_enamine24162,-7.169
dds5_enamine39242,-6.822
dds1_enamine1375,-8.142
dds1_enamine5832,-7.926
dds1_enamine9417,-7.139
dds5_enamine46279,-7.206
ab_enamine20462,-8.191
dds5_enamine34844,-6.491
dds5_enamine47306,-7.013
ab_enamine20123,-7.411
hinge_enamine20360,-7.561
dds5_enamine45378,-7.67
dds5_enamine30240,-8.196
ab_enamine9872,-7.138
ab_enamine18621,-6.609
dds5_enamine12489,-7.201
dds5_enamine27447,-7.053
dds5_enamine11350,-7.795
dds5_enamine16973,-6.857
hinge_enamine660,-8.613
ab_enamine22404,-7.088
dds1_enamine4497,-7.617
dds5_enamine26863,-8.458
psl_enamine869,-9.027
dds5_enamine7901,-7.255
ab_enamine9424,-6.983
hinge_enamine22858,-6.397
hinge_enamine2597,-6.897
dds5_enamine37606,-7.391
ab_enamine15705,-7.013
dds5_enamine21310,-6.912
dds5_enamine2796,-7.563
dds5_enamine5789,-6.96
dds5_enamine34972,-5.956
dds5_enamine5477,-7.203
dds5_enamine45874,-7.168
psl_enamine4154,-7.406
dds5_enamine9783,-7.427
ab_enamine10295,-6.937
ab_enamine26823,-7.291
dds1_enamine5939,-5.885
psl_enamine939,-7.929
dds5_enamine26991,-8.246
dds1_enamine8892,-7.365
hinge_enamine12181,-8.396
hinge_enamine7974,-6.877
dds5_enamine18472,-7.018
ab_enamine6467,-6.747
dds5_enamine261,-7.483
dds5_enamine13792,-6.1
ab_enamine10418,-7.02
ab_enamine25737,-6.567
dds5_enamine3208,-7.568
dds5_enamine18609,-7.399
ab_enamine25285,-6.768
ab_enamine12058,-8.299
dds5_enamine35203,-7.901
dds1_enamine6350,-6.994
ab_enamine19290,-6.507
hinge_enamine6010,-7.502
dds5_enamine49806,-6.589
hinge_enamine10502,-7.489
dds5_enamine10339,-8.218
dds5_enamine2843,-7.231
dds5_enamine21507,-6.924
ab_enamine15293,-8.322
ab_enamine1929,-6.765
dds5_enamine35136,-8.138
ab_enamine5828,-7.911
dds5_enamine21072,-8.427
ab_enamine2445,-6.116
ab_enamine19882,-7.341
hinge_enamine21485,-6.821
dds5_enamine26176,-6.745
dds5_enamine48064,-6.901
dds1_enamine7450,-8.565
ab_enamine9650,-6.357
dds5_enamine16074,-7.298
dds5_enamine23585,-7.064
dds5_enamine21622,-6.413
dds5_enamine39012,-9.459
dds1_enamine189,-7.562
dds5_enamine20208,-7.688
dds1_enamine321,-7.455
dds5_enamine17051,-8.504
dds5_enamine44119,-6.625
dds5_enamine2703,-8.628
dds5_enamine24523,-8.034
psl_enamine1006,-7.643
dds5_enamine25099,-7.736
dds5_enamine2062,-7.587
hinge_enamine6550,-7.668
hinge_enamine1838,-6.621
dds1_enamine973,-7.848
hinge_enamine18217,-9.262
ab_enamine811,-6.095
hinge_enamine4896,-8.52
ab_enamine15641,-7.918
dds5_enamine2670,-7.415
ab_enamine2579,-6.864
ab_enamine1864,-6.447
dds5_enamine7231,-8.932
dds5_enamine13837,-7.697
dds5_enamine23232,-9.06
dds5_enamine45402,-7.195
ab_enamine23502,-6.97
psl_enamine3661,-7.493
dds1_enamine2668,-6.686
dds5_enamine952,-8.661
dds5_enamine48972,-6.599
hinge_enamine10152,-7.786
ab_enamine19176,-8.121
ab_enamine22123,-8.785
dds5_enamine44775,-7.41
dds5_enamine33430,-6.952
ab_enamine16101,-7.44
dds1_enamine2452,-7.455
hinge_enamine10993,-8.373
ab_enamine8516,-6.843
dds5_enamine34740,-6.205
ab_enamine26118,-7.095
dds5_enamine39860,-7.857
dds5_enamine25219,-7.758
ab_enamine27065,-8.426
dds5_enamine42689,-6.33
hinge_enamine15314,-7.869
hinge_enamine8050,-6.687
ab_enamine12539,-7.092
dds5_enamine5238,-6.661
dds5_enamine27893,-8.557
ab_enamine325,-6.84
dds1_enamine173,-7.364
dds5_enamine15807,-6.721
hinge_enamine9947,-7.576
hinge_enamine3479,-7.708
ab_enamine994,-8.001
hinge_enamine13043,-8.094
dds5_enamine26703,-8.324
ab_enamine27518,-7.775
hinge_enamine16075,-6.925
psl_enamine386,-7.357
dds5_enamine31155,-6.706
dds5_enamine25906,-8.247
CHEMBL3973846,-7.869
ab_enamine25155,-7.74
ab_enamine3453,-7.161
ab_enamine13523,-6.658
hinge_enamine21206,-8.46
dds5_enamine41693,-8.55
CHEMBL3102950,-8.506
ab_enamine20437,-9.352
hinge_enamine18451,-7.982
dds5_enamine4200,-7.374
hinge_enamine22589,-7.478
dds1_enamine9422,-5.962
dds5_enamine27324,-6.556
dds5_enamine4748,-5.766
ab_enamine7116,-6.891
dds5_enamine17451,-7.145
hinge_enamine8662,-7.794
ab_enamine26234,-7.126
dds5_enamine41601,-7.54
hinge_enamine14216,-8.196
dds5_enamine663,-7.748
dds5_enamine11293,-7.046
dds5_enamine31205,-8.584
hinge_enamine12955,-8.058
ab_enamine26065,-7.757
dds5_enamine44148,-7.404
hinge_enamine23176,-7.933
dds5_enamine25829,-8.141
hinge_enamine8389,-8.122
dds5_enamine4481,-6.806
hinge_enamine7871,-7.666
ab_enamine22539,-7.417
ab_enamine5844,-7.323
dds5_enamine16283,-7.509
dds5_enamine44962,-7.162
ab_enamine24944,-8.562
hinge_enamine8753,-7.115
dds5_enamine5145,-7.876
ab_enamine22500,-6.036
dds5_enamine6137,-7.606
dds5_enamine11989,-7.059
dds1_enamine7798,-6.666
psl_enamine4129,-7.184
dds1_enamine5706,-7.376
dds5_enamine42886,-7.312
ab_enamine4977,-6.96
dds5_enamine26836,-5.974
hinge_enamine12547,-8.526
hinge_enamine21200,-8.785
dds5_enamine38454,-8.162
hinge_enamine12924,-8.492
ab_enamine1798,-5.898
ab_enamine18232,-7.522
psl_enamine5342,-7.796
ab_enamine1084,-6.992
hinge_enamine4205,-6.945
dds5_enamine23789,-8.079
dds5_enamine25304,-6.372
dds5_enamine24691,-6.646
ab_enamine13537,-7.083
dds5_enamine831,-6.28
ab_enamine13464,-7.252
dds5_enamine43730,-7.327
dds5_enamine45618,-7.661
ab_enamine3157,-7.288
dds5_enamine18917,-7.491
hinge_enamine359,-7.006
dds5_enamine44787,-7.149
dds1_enamine1928,-8.342
fda_enamine986,-7.379
dds5_enamine28811,-8.317
ab_enamine8331,-7.646
dds5_enamine44563,-6.388
dds5_enamine36927,-6.73
dds5_enamine12475,-7.706
dds5_enamine902,-8.919
hinge_enamine12269,-6.966
psl_enamine3973,-7.046
dds5_enamine35255,-6.689
ab_enamine6445,-6.92
psl_enamine5734,-7.334
ab_enamine16060,-6.554
dds5_enamine20935,-7.617
dds5_enamine33286,-7.582
ab_enamine7486,-7.879
dds5_enamine27402,-7.863
dds5_enamine40108,-7.179
dds5_enamine15581,-8.574
ab_enamine20766,-6.306
psl_enamine2254,-6.136
psl_enamine2991,-6.611
ab_enamine22371,-7.085
hinge_enamine12499,-7.172
ab_enamine14011,-6.806
hinge_enamine15689,-7.066
hinge_enamine8108,-9.669
hinge_enamine17140,-7.402
hinge_enamine15851,-7.991
ab_enamine5193,-6.576
dds5_enamine48167,-7.374
hinge_enamine14475,-6.932
dds5_enamine43938,-7.536
ab_enamine6722,-7.246
ab_enamine11998,-6.469
dds5_enamine39640,-6.861
hinge_enamine10949,-8.746
fda_enamine42,-8.01
ab_enamine6862,-6.87
ab_enamine18036,-6.946
ab_enamine10574,-7.293
dds5_enamine37269,-6.93
ab_enamine21996,-7.367
psl_enamine5453,-7.007
psl_enamine4347,-6.889
hinge_enamine9558,-7.12
hinge_enamine12047,-8.908
dds5_enamine9235,-8.136
dds5_enamine13951,-7.252
hinge_enamine13479,-7.897
hinge_enamine15302,-7.438
ab_enamine5775,-6.821
dds5_enamine32979,-7.245
ab_enamine25165,-6.649
dds1_enamine6175,-7.457
hinge_enamine13320,-7.327
ab_enamine23642,-7.441
hinge_enamine22385,-7.577
dds5_enamine10316,-7.866
psl_enamine1237,-9.018
hinge_enamine16578,-7.064
hinge_enamine12933,-8.414
dds5_enamine46705,-8.338
dds5_enamine19422,-7.804
ab_enamine26964,-8.381
dds5_enamine35000,-8.209
hinge_enamine9219,-7.877
hinge_enamine18027,-7.954
hinge_enamine18840,-8.104
dds5_enamine42487,-7.311
ab_enamine14562,-6.671
ab_enamine3700,-7.73
fda_enamine922,-6.274
dds5_enamine30847,-6.805
psl_enamine1648,-6.244
ab_enamine22918,-6.427
dds1_enamine5663,-5.915
dds5_enamine12645,-8.548
dds1_enamine10021,-7.365
dds5_enamine38746,-7.366
ab_enamine9755,-7.767
dds5_enamine5505,-7.275
ab_enamine21700,-7.111
hinge_enamine5643,-7.712
dds5_enamine23834,-7.233
dds5_enamine14699,-6.79
dds1_enamine8775,-7.189
ab_enamine21990,-7.048
dds5_enamine46464,-6.901
dds1_enamine8129,-7.777
dds5_enamine11087,-7.314
hinge_enamine15817,-8.355
ab_enamine11309,-7.863
hinge_enamine329,-7.401
ab_enamine14189,-6.08
dds5_enamine34237,-7.018
hinge_enamine13408,-6.2
hinge_enamine8074,-7.17
hinge_enamine2258,-7.444
dds5_enamine9470,-7.521
ab_enamine10943,-7.253
dds1_enamine3044,-7.531
ab_enamine9892,-7.628
hinge_enamine11457,-8.942
ab_enamine1220,-6.038
hinge_enamine339,-7.349
ab_enamine19832,-7.607
ab_enamine23783,-7.699
dds5_enamine2541,-7.545
dds5_enamine2606,-7.538
ab_enamine9572,-6.397
hinge_enamine3991,-7.294
ab_enamine15642,-6.579
ab_enamine1150,-7.123
dds5_enamine9358,-8.579
ab_enamine28676,-9.258
dds5_enamine22946,-6.741
ab_enamine15177,-7.237
hinge_enamine10623,-8.472
ab_enamine4146,-6.487
dds5_enamine8687,-7.994
dds5_enamine8587,-7.114
